rte14q00067	0	アットホームな雰囲気もよかったです。	宿の女将さんの人柄もよかったです。	{"0": 3, "1": 2}	null	train
rte14q00068	1	部屋は清潔感。	また泊まりたいと思える清潔感や解放感はなんとも言えません。	{"0": 1, "1": 4}	null	train
rte14q00069	1	とてもゆっくりくつろげました!	ラウンジも活用でき、一日中本当にリフレッシュ、リラックスできました!	{"0": 1, "1": 4}	null	train
rte14q00071	1	広い部屋にして頂きました。	部屋が空いていたのでランクアップしていただき、快適に過ごせました。	{"0": 2, "1": 3}	null	train
rte14q00072	1	昭和レトロ感...	昭和の香り漂う雰囲気。	{"0": 0, "1": 5}	null	test
rte14q00073	1	お風呂も貸し切りでした。	お風呂が予約なしで貸し切りにできるのも大満足でした。	{"0": 1, "1": 4}	null	train
rte14q00074	0	サービスは素晴らしいです。	部屋はとても素晴らしい設備です。	{"0": 5, "1": 0}	null	train
rte14q00075	0	建物は少し古い感じでした。	共用廊下などがちょっと安っぽい感じで勿体ないと思いました。	{"0": 5, "1": 0}	null	dev
rte14q00076	1	ロビーは素晴らしい。	ロビーはとても雰囲気が良いです。	{"0": 1, "1": 4}	null	train
rte14q00078	0	露天風呂は外から丸見え。	電気を点けると外から見えちゃうかも。	{"0": 5, "1": 0}	null	dev
rte14q00079	0	美味しいお料理でした。	鱧も、いろんな調理方法で提供していただきました。	{"0": 4, "1": 1}	null	train
rte14q00084	0	シャワーも良かったです。	トイレの水もよく流れますし、お風呂の水圧も良いです。	{"0": 4, "1": 1}	null	train
rte14q00085	1	お風呂付きのお部屋。	15時のチェックインで部屋風呂付きの部屋で部屋食でのプランで泊まりました。	{"0": 0, "1": 5}	null	train
rte14q00086	1	お風呂が大満足です。	家族湯を利用しましたが、文句なしの大満足です!	{"0": 1, "1": 4}	null	test
rte14q00087	0	バス停に近い。	市電乗り場や繁華街に近い。	{"0": 4, "1": 1}	null	train
rte14q00088	1	さらに美味しい!	しかも、みんなちゃんと美味しい。	{"0": 0, "1": 5}	null	train
rte14q00089	1	ケーキのプレゼント!	誕生日にサプライズプレゼントいただいて感激した!	{"0": 2, "1": 3}	null	train
rte14q00090	0	外国人も多い。	部屋数もとても多い。	{"0": 5, "1": 0}	null	train
rte14q00091	0	高級ホテルでした。	外観の綺麗な良い所でした。	{"0": 3, "1": 2}	null	train
rte14q00094	0	お蕎麦も美味しかったです。	熱々の鮎の塩焼きも美味しかったです。	{"0": 5, "1": 0}	null	train
rte14q00095	1	駅に近いので良かったです。	ビジネス等でしたら別府駅の目の前なので大変便利です。	{"0": 0, "1": 5}	null	train
rte14q00096	1	ベッドの寝心地もよかったです。	肌触りのよい毛布で安眠できました。	{"0": 2, "1": 3}	null	dev
rte14q00097	1	大浴場もありゆっくり楽しめました。	大浴場もありさっぱりできて良かったです。	{"0": 1, "1": 4}	null	test
rte14q00098	0	接客サービスいいです。	部屋小さいけど、ほかのよかった。	{"0": 5, "1": 0}	null	train
rte14q00099	0	大浴場がありがたいです。	大浴場サウナが選定ポイントです。	{"0": 3, "1": 2}	null	dev
rte14q00100	0	とてもゆっくり出来ました!	チェックアウト時もフロントの方が笑顔で挨拶してくれて、到着から出発までとても気分が良かったです!	{"0": 4, "1": 1}	null	train
rte14q00101	1	朝食も悪くない。	朝食も品数多くいいですね。	{"0": 1, "1": 4}	null	train
rte14q00102	1	コンビニもあって便利です。	近くにスーパーもコンビニもあって便利です。	{"0": 1, "1": 4}	null	train
rte14q00103	0	フロントの対応もよかったです!	電子レンジなども貸して下さり対応もよかったです!	{"0": 4, "1": 1}	null	dev
rte14q00104	0	接客もいいと思います!	夜も騒音などは気にならないので環境もいいと思います。	{"0": 5, "1": 0}	null	train
rte14q00105	0	フロントの方の対応は素敵でした。	電話で対応してくれた女性は可もなく不可もなく。	{"0": 5, "1": 0}	null	train
rte14q00106	1	値段が安くて良かったです。	リーズナブルなお値段で、場所も比較的解りやすくて、思ったより気軽に宿泊できたので良かったと思います。	{"0": 0, "1": 5}	null	train
rte14q00107	1	立地もよく良かったです。	3泊させていただきましたが、便利な場所にある上に、観光地ど真ん中で京都を堪能できました。	{"0": 0, "1": 5}	null	test
rte14q00108	0	オーシャンビューです。	宮島口駅から無料送迎バスでおよそ3分。	{"0": 5, "1": 0}	null	train
rte14q00109	0	和食が美味しい!	自家製のお豆腐が美味しい!	{"0": 3, "1": 2}	null	train
rte14q00110	1	終始気持ちよく過ごすことができました。	お宿全体的に清潔感があり滞在中とても気持ちよく過ごせました。	{"0": 0, "1": 5}	null	dev
rte14q00111	1	眺めは良い。	部屋は最上階のデラックスツインは広く清潔でかつ眺めがよい。	{"0": 0, "1": 5}	null	dev
rte14q00112	0	駅からも近いです。	駅からホテルを巡回するバスがありましたが、乗ることが出来ませんでした。	{"0": 5, "1": 0}	null	train
rte14q00115	1	繁華街からすぐ。	市電乗り場や繁華街に近い。	{"0": 0, "1": 5}	null	train
rte14q00118	1	普通によかったです。	全体的に、古い感じはありましたが、素泊まりするには十分すぎるほどでした。	{"0": 2, "1": 3}	null	train
rte14q00119	1	(部屋食)	夕食お部屋だしコースをしていただきましたが、係の方がとても感じのいい方で美味しくいただきました。	{"0": 2, "1": 3}	null	train
rte14q00120	1	ただし少し高い。	但し、料金が高めなのが気になります。	{"0": 0, "1": 5}	null	train
rte14q00122	0	出張向き。	リーズナブルに宿泊したい方や、飲み会等の後泊には重宝します。	{"0": 4, "1": 1}	null	train
rte14q00123	1	接客も良く気持ち良く宿泊できました。	駅からも近く接客も良くて気持ち良く宿泊出来ました。	{"0": 0, "1": 5}	null	train
rte14q00125	0	夕食は和食膳。	食事は宿泊客が少なかったからかバイキングでなく御膳でした。	{"0": 1, "1": 4}	null	train
rte14q00126	1	駅から遠くない。	雨でも駅から濡れずにホテルに行ける。	{"0": 1, "1": 4}	null	train
rte14q00127	0	スタッフの対応も良く大満足でした。	部屋も広く掃除が行き届いており大満足の宿でした。	{"0": 3, "1": 2}	null	train
rte14q00128	0	雰囲気もよくまた利用したいと思います。	お城跡にも近い立地で次回もぜひ利用させてほしいところです。	{"0": 4, "1": 1}	null	train
rte14q00129	0	大浴場も、とても良かったです	駅も徒歩圏で中心街へのアクセスも良し駐車場もあり、車での利用も良し	{"0": 3, "1": 2}	null	train
rte14q00130	1	パンの種類がもう少しあれば...	朝ごはんはパンの種類がもう少しあったら良かったかな。	{"0": 0, "1": 5}	null	test
rte14q00131	1	朝夕とも大満足でした。	朝、夕ともに美味しくいただきました。	{"0": 0, "1": 5}	null	train
rte14q00133	1	新しい宿。	新しいということもあってとにかく綺麗でした!	{"0": 0, "1": 5}	null	train
rte14q00139	1	雰囲気のある宿でした。	趣があってすばらしいロケーションの宿でした。	{"0": 2, "1": 3}	null	train
rte14q00140	1	夕食お腹いっぱいになりました。	夕食は終わりかなと思ってから2品目くらい出てきてお腹いっぱいです。	{"0": 0, "1": 5}	null	train
rte14q00141	0	洗濯無料。	駐車料無料。	{"0": 5, "1": 0}	null	dev
rte14q00142	1	・古いです。	またフロントや宴会場などは気になりませんでしたがお部屋はそれなりに古いです。	{"0": 2, "1": 3}	null	dev
rte14q00143	0	とても臭い。	(エレベーターの中はいい香りだったのに残念)	{"0": 3, "1": 2}	null	train
rte14q00145	1	朝食も最高に美味しかったです!	朝食も本当に美味しくて、出発を見送ってくれた奥様の笑顔にもとても感動しました。	{"0": 0, "1": 5}	null	train
rte14q00148	1	仲居さんがとても親切です。	仲居さんも親しみやすく明るい方で楽しかったです。	{"0": 2, "1": 3}	null	train
rte14q00149	0	昔ながらの旅館です!	お風呂がリニューアルされてからまた訪れたい旅館です!	{"0": 5, "1": 0}	null	train
rte14q00150	0	社員教育必要。	システム老朽化なら改善必要。	{"0": 5, "1": 0}	null	test
rte14q00151	1	清掃が行き届いていて良かったです。	清掃が行き届いていて、とても快適に過ごせました。	{"0": 0, "1": 5}	null	train
rte14q00152	1	コスパ最高の宿でした。	コスパ考えると十二分すぎます。	{"0": 0, "1": 5}	null	train
rte14q00155	1	少し古いかな。	設備が少し古いので不便さも感じましたが普通でした。	{"0": 0, "1": 5}	null	train
rte14q00156	0	接客もいい。	チェックアウトが11時なのも遅めでいいですよね。	{"0": 5, "1": 0}	null	test
rte14q00157	0	静かに過ごすことができました。	リッチな気分で過ごすことができました。	[{"0": 2, "1": 3}, {"0": 2, "1": 0}]	null	train
rte14q00158	1	スタッフの方がとても良かったです!	スタッフの方も気さくな方でとても接しやすかったです。	{"0": 0, "1": 5}	null	dev
rte14q00160	0	非常に大満足でした。	但し、部屋でのWifiの電波が弱く、使えなかったのが少しずつ残念でした。	{"0": 5, "1": 0}	null	train
rte14q00161	1	お風呂素晴らしい!	見晴らしの湯は素晴らしい!	{"0": 1, "1": 4}	null	test
rte14q00162	0	開放感があって良かったです。	着替え場所も広くて明るくて良かったです!	{"0": 3, "1": 2}	null	dev
rte14q00163	1	メニューも多い。	どれを食べようかと迷うくらい料理の種類も豊富。	{"0": 0, "1": 5}	null	train
rte14q00164	1	大浴場もあるので大満足です。	大浴場もあるのでゆっくりとできます。	{"0": 1, "1": 4}	null	dev
rte14q00165	0	駐車場もあり便利です。	地下鉄も近いし便利です。	{"0": 3, "1": 2}	null	train
rte14q00167	0	値段を考えるとまた利用したいと思います。	今回、価格のみで選びましたが、冬には少し厳しい宿でした。	{"0": 4, "1": 1}	null	dev
rte14q00168	1	大浴場もあります。	温泉も大浴場と貸切風呂もあります。	{"0": 0, "1": 5}	null	test
rte14q00169	0	コップ欲しかったです。	風呂のカバーないから注意必要。	{"0": 5, "1": 0}	null	dev
rte14q00170	1	お部屋は広さも十分!	お部屋は二人で使うには充分過ぎる広さでお掃除も行き届いています。	{"0": 1, "1": 4}	null	train
rte14q00172	1	かなりお得でした。	結構な破格でありながら普通に滞在できました。	{"0": 2, "1": 3}	null	test
rte14q00173	1	アメニティはイマイチでした。	アメニティはあまり充実してる感じではないです。	{"0": 1, "1": 4}	null	train
rte14q00174	0	量も大満足でした!	女性にとっては量が多いかもしれません。	{"0": 3, "1": 2}	null	train
rte14q00175	1	駐車場が狭かったです。	駐車場に外国人らしき団体がいてなかなか駐車場いれれませんでした。	{"0": 2, "1": 3}	null	train
rte14q00176	1	大浴場もあっていい。	大浴場は広くていろいろな種類があって楽しめる。	{"0": 1, "1": 4}	null	train
rte14q00177	0	朝食はボリューム満点。	温かい料理は種類も豊富、量も適量、味も申し分なし。	{"0": 0, "1": 5}	null	train
rte14q00178	1	エレベーターも早い。	エレベーターも多く設置されており、待ち時間も少ないです。	{"0": 0, "1": 5}	null	train
rte14q00179	1	綺麗で快適に過ごす事が出来ました。	掃除の行き届いた綺麗な部屋で、ゆったり寛げて安心して過ごせました。	{"0": 0, "1": 5}	null	dev
rte14q00180	0	シラスが美味しかった。	アイナメの煮付けが美味しかった。	{"0": 5, "1": 0}	null	train
rte14q00181	0	露天風呂も大きい。	部屋数もとても多い。	{"0": 5, "1": 0}	null	dev
rte14q00182	0	炊き込みご飯とても美味しかったです。	お蕎麦、白米ゎ美味しかったです!	{"0": 3, "1": 2}	null	dev
rte14q00183	0	老朽化が気になりました。	浴室のシャワーカーテンの染みが気になりました。	{"0": 3, "1": 2}	null	train
rte14q00184	1	接客も丁寧でまた利用したいです。	フロントの方もとても感じがよく、広島に訪れる際には、また利用したいです。	{"0": 0, "1": 5}	null	train
rte14q00186	0	朝食会場が狭い。	駐車場の入口がとにかく狭い。	{"0": 4, "1": 1}	null	train
rte14q00190	1	とてもいいホテルだと思います!	ホテルのスタッフの方の対応も良かったのでとてもいいホテルでした。	{"0": 0, "1": 5}	null	dev
rte14q00192	0	見晴らしの良いお部屋でした。	掃除も行き届いており広くて気持の良いお部屋でした。	{"0": 3, "1": 2}	null	train
rte14q00193	1	お風呂が満足でした。	お風呂が1つの場合このくらいの温度が一番良いと思います。	{"0": 1, "1": 4}	null	train
rte14q00194	1	温泉があります。	お部屋にお風呂はないですが、お隣に温泉施設があるので全然問題ないです(系列店なんでしょうね)。	{"0": 1, "1": 4}	null	train
rte14q00195	0	朝食はもちろん!	お風呂はもちろん、食事も味、ボリュームとも大満足。	{"0": 4, "1": 1}	null	train
rte14q00198	1	フリーWifi。	もちろん無線LAN完備です。	{"0": 0, "1": 5}	null	dev
rte14q00199	0	飲み放題で最高。	別料金で飲み放題できます。	{"0": 3, "1": 2}	null	dev
rte14q00202	1	和室に宿泊。	兄弟夫婦4人で16畳の和室に泊まりました。	{"0": 1, "1": 4}	null	dev
rte14q00203	1	お部屋もとても綺麗でゆっくり出来ました。	部屋もとても綺麗で、ゆっくりくつろげました。	{"0": 0, "1": 5}	null	train
rte14q00205	1	廊下を歩く音が響く。	お部屋は木造なのか廊下を歩く方々の声や足音が凄く響きます。	{"0": 1, "1": 4}	null	train
rte14q00206	1	夕食はかなりのボリューム。	十分堪能できる量でした。	{"0": 2, "1": 3}	null	dev
rte14q00208	0	立地は繁華街のど真ん中。	温泉街の真ん中にあるので立地抜群です!	{"0": 4, "1": 1}	null	test
rte14q00209	0	とてもいい温泉でした。	落ち着いたとてもいい宿でした。	{"0": 5, "1": 0}	null	train
rte14q00210	1	とてもいいお湯でした!	温泉の湯質も良く、お肌もツルツルになり何度も何度も入りました。	{"0": 0, "1": 5}	null	train
rte14q00212	0	ただ綺麗でした。	しかし、接客や部屋は綺麗なので、部屋のシャワーでいいかなと思います。	{"0": 4, "1": 1}	null	dev
rte14q00213	0	風情ある旅館。	昔ながらのあたたかい料理旅館。	{"0": 4, "1": 1}	null	train
rte14q00216	1	部屋もきれいで寛げました。	チェックインもスムーズでしたし部屋の感じも清掃が行き届いておりくつろげました。	{"0": 0, "1": 5}	null	train
rte14q00217	0	またまた利用したいと思いました。	ビジネスタイプでの宿泊でしたが、滞在型利用でない私たちには十分でした。	{"0": 3, "1": 2}	null	dev
rte14q00218	0	景色良かったです。	今回、ちょっと気になったのは、浴槽にゴミ浮いてたのが残念でした。	{"0": 5, "1": 0}	null	train
rte14q00219	0	スープが。	子供は鯉に餌をやるのを楽しんでました。	{"0": 5, "1": 0}	null	train
rte14q00220	1	部屋がうるさかったです。	階段の隣の部屋だったのでドタドタとされる方や団体様の時はうるさかったです。	{"0": 0, "1": 5}	null	dev
rte14q00221	1	お部屋は広く清潔感がありました。	お部屋はじめ館内は清掃が行き届いており気持ちよく過ごせました。	{"0": 0, "1": 5}	null	train
rte14q00222	0	野菜が美味しい。	こちらは水が美味しいのかお米が美味しかった。	{"0": 5, "1": 0}	null	train
rte14q00224	1	ベッドも大きくて快適でした。	ベッドも寝心地が良くて、冷蔵庫もテレビも完備そして個別空調で快適に過ごせました。	{"0": 2, "1": 3}	null	dev
rte14q00225	0	朝食もゆっくりできました。	団体さんが少なかったのか風呂も朝、晩混雑することなくゆっくり浸かれました。	{"0": 5, "1": 0}	null	train
rte14q00226	0	とても良かったのでまた利用したいです。	市街地のど真ん中にあり便利なので次回からはこちらを利用します。	{"0": 3, "1": 2}	null	train
rte14q00227	0	フロント対応も良かったです。	チェックアウトもカードキーを箱に投函するだけなので時間もかかりませんでした。	{"0": 5, "1": 0}	null	train
rte14q00229	0	お風呂はもう一つ。	できればもう一つ違う泉質の温泉があると良かったです。	{"0": 3, "1": 2}	null	train
rte14q00230	1	ホテルは清潔感がある。	フロント接客も良く、ホテル内も清潔であるように感じられた。	{"0": 0, "1": 5}	null	train
rte14q00232	1	部屋も照明が暗い。	お部屋の天井の照明が入口近くのダウンライトのみで、あとはベットの照明とミラーについてる照明だけで、全部つけても暗くて。	{"0": 0, "1": 5}	null	train
rte14q00234	1	見晴らしがよい。	遠くに海がみえるのでロケーションもよい!	{"0": 0, "1": 5}	null	train
rte14q00235	0	清潔にしてもらいたいです。	シャワーヘッドの件もなんとかしてほしいです。	{"0": 4, "1": 1}	null	train
rte14q00236	0	ウエルカムコーヒーは良かったです。	ウェルカムコーヒーなどのサービスなどあればうれしいですね。	{"0": 5, "1": 0}	null	train
rte14q00237	1	部屋も快適です。	部屋も適度に広く快適です。	{"0": 0, "1": 5}	null	train
rte14q00238	1	とてもお勧めの宿です!	部屋は少し狭いけど、割安で宿泊したい方にはお勧めします♪	{"0": 2, "1": 3}	null	train
rte14q00239	0	お風呂は少しぬるかった。	朝早かったからなのか少しぬるかった。	{"0": 3, "1": 2}	null	train
rte14q00240	1	皆さん親切でとてもよかったです。	地元の人たちもみんな優しくすごい居心地がよかったです!!	{"0": 0, "1": 5}	null	train
rte14q00241	1	食事も美味しく良かったです。	食事も美味しく、すぐに新しいものが運ばれて来ます。	{"0": 0, "1": 5}	null	test
rte14q00242	0	ドライヤーがかなり古い。	・ドライヤーが備え付けの壁にくっついているものでした。	{"0": 5, "1": 0}	null	test
rte14q00243	1	ホテルは駅の目の前。	駅を降りて階段を上がれば目の前にあります。	{"0": 0, "1": 5}	null	train
rte14q00245	0	駅前にあるホテル。	仙台駅からは地下鉄一駅分の青葉通一番町にあるホテルです。	{"0": 4, "1": 1}	null	train
rte14q00246	0	朝食もボリュームあり。	朝御飯もついており満足!	{"0": 5, "1": 0}	null	train
rte14q00247	1	素敵な笑顔で癒されました。	スタッフさんもとても素敵な笑顔で癒されました。	{"0": 0, "1": 5}	null	train
rte14q00249	1	朝夕の食事が美味しかったです。	夕・朝食共にメニューが豊富でどれもが美味しかったです。	{"0": 0, "1": 5}	null	train
rte14q00250	0	朝食は種類が多い!	ホテルにある売店は多くの沖縄お土産を扱っています。	{"0": 5, "1": 0}	null	train
rte14q00251	0	朝食会場が暑かった。	サウナが少し暑いのが気になりました。	{"0": 5, "1": 0}	null	train
rte14q00254	1	部屋も快適に過ごせます。	部屋も適度に広く快適です。	{"0": 0, "1": 5}	null	train
rte14q00256	1	とにかく快適に過ごせました。	市街地からは離れていますが全く不便を感じることなく過ごせて楽しかったです。	{"0": 1, "1": 4}	null	dev
rte14q00257	0	食事スペース。	何組か食事してましたが、明らかにレストランではないスペース。	{"0": 5, "1": 0}	null	train
rte14q00258	1	部屋が綺麗で気に入っています。	清潔感ある部屋とアメニティが決め手になっています。	{"0": 0, "1": 5}	null	test
rte14q00259	1	とにかく素敵なお宿でした。	雰囲気もサービスもよく素敵なお宿でした(*^^*)	{"0": 0, "1": 5}	null	train
rte14q00260	0	繁華街まで徒歩圏内。	場外市場へも歩けない距離ではないですね。	{"0": 4, "1": 1}	null	train
rte14q00262	0	大浴場は魅力的です。	ホテルに和室があるのはありがたかったです。	{"0": 5, "1": 0}	null	test
rte14q00265	0	飲食店もあり良かったです。	徒歩で少し行けば繁華街に行けるので大好きなホテルです。	{"0": 4, "1": 1}	null	train
rte14q00266	1	部屋は広く清潔感がある。	部屋は十分な広さとステキな内装で行き届いた清掃で清潔感がありました。	{"0": 0, "1": 5}	null	test
rte14q00269	1	部屋も清潔でとてもくつろげました。	中は掃除が行き届いていてとてもくつろげました。	{"0": 0, "1": 5}	null	train
rte14q00270	0	清潔感、普通	立地5価格4.	{"0": 5, "1": 0}	null	test
rte14q00272	0	何と言っても大浴場。	なんといっても併設されている温泉に浸かれるのがいいですね。	{"0": 4, "1": 1}	null	train
rte14q00273	1	スタッフの方も丁寧に対応して頂きました。	スタッフの人もとても親切に接して貰い快適に楽しめました。	{"0": 2, "1": 3}	null	test
rte14q00274	1	とても清潔に保たれています。	館内はキレイに清掃されており、大変清潔感がありました。	{"0": 1, "1": 4}	null	train
rte14q00275	1	お風呂は古さを感じました。	またシャワーや洗面所などの水回りがとても古臭かったです。	{"0": 2, "1": 3}	null	train
rte14q00276	1	部屋風呂はありません。	部屋バスは無し。	{"0": 1, "1": 4}	null	train
rte14q00277	0	お風呂も広くよかったです。	ホテル近くにコンビニもありよかったです。	{"0": 5, "1": 0}	null	train
rte14q00278	1	満足感あり。	品数がかなり多く満足感があります。	{"0": 0, "1": 5}	null	test
rte14q00279	1	出張時はいつも利用しています。	朝食も美味しくて、出張時はいつも利用させて頂いています。	{"0": 0, "1": 5}	null	dev
rte14q00280	1	オーシャンビュー最高です。	しかも、オーシャンビューだし。	{"0": 2, "1": 3}	null	train
rte14q00281	1	部屋も広くリラックスできました。	客室が非常に広くてリラックスできました。	{"0": 0, "1": 5}	null	train
rte14q00282	1	お部屋は良かったです。	お部屋もお風呂も雰囲気良くて良かったです。	{"0": 0, "1": 5}	null	dev
rte14q00283	0	コンビニは少し遠い。	コンビニは道路の反対側にローソンがありました。	{"0": 4, "1": 1}	null	dev
rte14q00286	0	部屋に入ると温泉!	お部屋に入ると畳の香りがしてました。	{"0": 4, "1": 1}	null	train
rte14q00289	0	夜景も綺麗でしたし!	夜景の見える席に座れなかったのは残念です。	{"0": 5, "1": 0}	null	test
rte14q00290	0	コンビニは少し遠い。	コンビニまでは歩いて3分ほどでしょうか。	{"0": 5, "1": 0}	null	train
rte14q00291	1	とても良い宿。	とても良い食事、とても良い雰囲気で落ち着いていて心が和みます。	{"0": 1, "1": 4}	null	dev
rte14q00293	0	洗濯機があると良かったです。	部屋にランドリー袋があれば良かったと思います。	{"0": 5, "1": 0}	null	train
rte14q00294	0	*夕食。	◎良い空気清浄機。	{"0": 5, "1": 0}	null	train
rte14q00295	0	温泉もゆったり!	温泉も空いてて良かったです。	{"0": 3, "1": 2}	null	train
rte14q00296	1	そして部屋の露天風呂。	部屋に露天風呂が付いているお部屋。	{"0": 0, "1": 5}	null	train
