rte26q00146	rte12q03938	insert	hypothesis
rte26q00147	rte12q03337	insert	premise
rte26q00148	rte12q03377	insert	hypothesis
rte26q00149	rte12q04617	insert	premise
rte26q00150	rte12q04605	insert	hypothesis
rte26q00151	rte12q02808	replace	hypothesis
rte26q00152	rte12q02524	replace	premise
rte26q00153	rte12q03188	insert	hypothesis
rte26q00154	rte12q03108	replace	premise
rte26q00155	rte12q02806	insert	hypothesis
rte26q00157	rte12q02065	insert	hypothesis
rte26q00158	rte12q04030	insert	hypothesis
rte26q00159	rte12q01660	insert	hypothesis
rte26q00160	rte12q00856	insert	premise
rte26q00161	rte12q03387	insert	hypothesis
rte26q00162	rte12q04716	replace	premise
rte26q00163	rte12q03297	replace	hypothesis
rte26q00164	rte12q01281	insert	premise
rte26q00165	rte12q01613	insert	hypothesis
rte26q00166	rte12q03585	replace	hypothesis
rte26q00167	rte12q03237	replace	hypothesis
rte26q00168	rte12q01606	replace	premise
rte26q00169	rte12q02954	replace	hypothesis
rte26q00171	rte12q02038	replace	hypothesis
rte26q00172	rte12q00687	replace	hypothesis
rte26q00173	rte12q04092	replace	hypothesis
rte26q00174	rte12q02070	replace	hypothesis
rte26q00175	rte12q01267	insert	hypothesis
rte26q00177	rte12q02186	insert	hypothesis
rte26q00178	rte12q02751	replace	hypothesis
rte26q00179	rte12q02304	replace	premise
rte26q00181	rte12q03058	replace	premise
rte26q00182	rte12q00195	insert	hypothesis
rte26q00183	rte12q00907	insert	hypothesis
rte26q00184	rte12q04695	insert	hypothesis
rte26q00185	rte12q00830	insert	hypothesis
rte26q00186	rte12q00444	replace	premise
rte26q00187	rte12q00068	replace	premise
rte26q00188	rte12q04245	insert	hypothesis
rte26q00189	rte12q01201	replace	hypothesis
rte26q00190	rte12q02362	insert	hypothesis
rte26q00191	rte12q02154	replace	hypothesis
rte26q00192	rte12q01806	replace	premise
rte26q00193	rte12q01065	replace	hypothesis
rte26q00194	rte12q02283	insert	hypothesis
rte26q00195	rte12q02476	insert	premise
rte26q00196	rte12q02992	insert	hypothesis
rte26q00198	rte12q03300	replace	premise
rte26q00199	rte12q02203	replace	premise
rte26q00200	rte12q01690	insert	hypothesis
rte26q00201	rte12q01388	replace	premise
rte26q00202	rte12q04285	replace	hypothesis
rte26q00203	rte12q00517	replace	premise
rte26q00204	rte12q04503	replace	hypothesis
rte26q00205	rte12q03148	insert	hypothesis
rte26q00206	rte12q04872	insert	hypothesis
rte26q00207	rte12q02394	replace	premise
rte26q00208	rte12q03755	replace	premise
rte26q00210	rte12q00906	replace	premise
rte26q00211	rte12q01348	replace	premise
rte26q00213	rte12q01158	insert	hypothesis
rte26q00215	rte12q02468	replace	premise
rte26q00218	rte12q02918	insert	hypothesis
rte26q00219	rte12q02374	insert	hypothesis
rte26q00220	rte12q01403	insert	hypothesis
rte26q00221	rte12q00092	insert	hypothesis
rte26q00222	rte12q03269	replace	premise
rte26q00223	rte12q00502	replace	hypothesis
rte26q00224	rte12q00590	insert	hypothesis
rte26q00225	rte12q01277	insert	hypothesis
rte26q00226	rte12q00473	replace	premise
rte26q00228	rte12q02936	replace	premise
rte26q00229	rte12q03337	insert	hypothesis
rte26q00230	rte12q00365	replace	hypothesis
rte26q00231	rte12q02854	insert	hypothesis
rte26q00232	rte12q03029	insert	hypothesis
rte26q00233	rte12q01076	insert	hypothesis
rte26q00235	rte12q03083	insert	hypothesis
rte26q00236	rte12q01933	insert	hypothesis
rte26q00237	rte12q02051	insert	hypothesis
rte26q00238	rte12q04200	replace	hypothesis
rte26q00239	rte12q04408	insert	hypothesis
rte26q00240	rte12q01631	replace	hypothesis
rte26q00241	rte12q02789	replace	premise
rte26q00242	rte12q04375	insert	hypothesis
rte26q00245	rte12q03330	insert	hypothesis
rte26q00246	rte12q01099	replace	premise
rte26q00247	rte12q01004	replace	hypothesis
rte26q00248	rte12q01689	insert	hypothesis
rte26q00249	rte12q01607	insert	hypothesis
rte26q00250	rte12q00734	replace	premise
rte26q00251	rte12q01708	insert	hypothesis
rte26q00253	rte12q04541	replace	hypothesis
rte26q00254	rte12q01678	replace	premise
rte26q00255	rte12q00730	insert	hypothesis
rte26q00256	rte12q02896	insert	hypothesis
rte26q00257	rte12q04574	replace	premise
rte26q00259	rte12q02081	replace	hypothesis
rte26q00261	rte12q02610	insert	hypothesis
rte26q00262	rte12q02154	insert	hypothesis
rte26q00263	rte12q02201	insert	hypothesis
rte26q00264	rte12q01622	insert	hypothesis
rte26q00265	rte12q00411	replace	premise
rte26q00266	rte12q02139	insert	hypothesis
rte26q00267	rte12q04908	insert	hypothesis
rte26q00268	rte12q04490	insert	hypothesis
rte26q00270	rte12q00742	replace	hypothesis
rte26q00271	rte12q01662	insert	premise
rte26q00272	rte12q03172	insert	hypothesis
rte26q00273	rte12q02062	insert	hypothesis
rte26q00274	rte12q03654	replace	premise
rte26q00275	rte12q01475	replace	premise
rte26q00276	rte12q04322	insert	hypothesis
rte26q00278	rte12q00060	replace	hypothesis
rte26q00279	rte12q02726	replace	premise
rte26q00280	rte12q03210	replace	hypothesis
rte26q00281	rte12q00249	replace	hypothesis
rte26q00282	rte12q04047	replace	premise
rte26q00283	rte12q03695	replace	premise
rte26q00284	rte12q00762	replace	premise
rte26q00285	rte12q00193	insert	hypothesis
rte26q00286	rte12q02972	replace	hypothesis
rte26q00287	rte12q00954	replace	hypothesis
rte26q00288	rte12q01819	replace	hypothesis
rte26q00289	rte12q01166	replace	premise
rte26q00290	rte12q02001	insert	hypothesis
rte26q00291	rte12q03559	replace	premise
rte26q00292	rte12q04969	insert	hypothesis
rte26q00295	rte12q00724	replace	hypothesis
rte26q00296	rte12q04731	insert	hypothesis
rte26q00297	rte12q00778	replace	premise
rte26q00298	rte12q01890	insert	hypothesis
rte26q00299	rte12q03678	insert	hypothesis
rte26q00300	rte12q04991	replace	premise
rte26q00301	rte12q02917	replace	hypothesis
rte26q00302	rte12q03694	insert	premise
rte26q00303	rte12q01030	replace	hypothesis
rte26q00304	rte12q02767	insert	premise
rte26q00305	rte12q02583	replace	hypothesis
rte26q00306	rte12q00698	replace	premise
rte26q00307	rte12q04639	replace	hypothesis
rte26q00309	rte12q03247	insert	hypothesis
rte26q00310	rte12q04766	replace	hypothesis
rte26q00311	rte12q03237	replace	premise
rte26q00312	rte12q03644	replace	premise
rte26q00313	rte12q00692	insert	premise
rte26q00314	rte12q02092	insert	hypothesis
rte26q00315	rte12q04279	insert	hypothesis
rte26q00316	rte12q03850	insert	hypothesis
rte26q00317	rte12q00314	replace	hypothesis
rte26q00318	rte12q01371	replace	hypothesis
rte26q00319	rte12q00587	replace	premise
rte26q00320	rte12q04481	replace	premise
rte26q00321	rte12q02081	replace	premise
rte26q00322	rte12q03837	insert	premise
rte26q00324	rte12q04262	insert	hypothesis
rte26q00326	rte12q02922	replace	hypothesis
rte26q00328	rte12q02405	replace	premise
rte26q00329	rte12q01223	replace	hypothesis
rte26q00330	rte12q01999	replace	premise
rte26q00331	rte12q03497	insert	hypothesis
rte26q00333	rte12q04329	replace	hypothesis
rte26q00334	rte12q03101	insert	premise
rte26q00335	rte12q00092	replace	premise
rte26q00336	rte12q00217	replace	premise
rte26q00337	rte12q02187	replace	hypothesis
rte26q00338	rte12q04140	replace	premise
rte26q00341	rte12q00695	replace	hypothesis
rte26q00342	rte12q03207	replace	premise
rte26q00343	rte12q02812	insert	hypothesis
rte26q00344	rte12q00016	replace	hypothesis
rte26q00346	rte12q01341	replace	hypothesis
rte26q00347	rte12q04158	replace	hypothesis
rte26q00348	rte12q03757	replace	hypothesis
rte26q00349	rte12q01571	replace	premise
rte26q00350	rte12q02843	replace	premise
rte26q00351	rte12q02647	replace	hypothesis
rte26q00352	rte12q04582	insert	hypothesis
rte26q00353	rte12q02615	replace	premise
rte26q00354	rte12q04636	insert	premise
rte26q00355	rte12q03827	replace	premise
rte26q00357	rte12q00154	insert	hypothesis
rte26q00358	rte12q03256	insert	hypothesis
rte26q00359	rte12q04395	replace	hypothesis
rte26q00360	rte12q01779	replace	hypothesis
rte26q00361	rte12q02824	replace	hypothesis
rte26q00362	rte12q00090	insert	hypothesis
rte26q00363	rte12q02899	replace	hypothesis
rte26q00364	rte12q00084	insert	hypothesis
rte26q00365	rte12q04707	replace	premise
rte26q00366	rte12q01531	replace	premise
rte26q00367	rte12q02474	insert	hypothesis
rte26q00369	rte12q03710	insert	premise
rte26q00370	rte12q04619	insert	hypothesis
rte26q00371	rte12q01081	insert	hypothesis
rte26q00372	rte12q03727	insert	hypothesis
rte26q00373	rte12q00646	insert	hypothesis
rte26q00374	rte12q00830	replace	hypothesis
rte26q00375	rte12q00770	insert	premise
rte26q00376	rte12q04814	insert	hypothesis
rte26q00377	rte12q03829	replace	hypothesis
rte26q00378	rte12q02458	replace	hypothesis
rte26q00379	rte12q03223	replace	hypothesis
rte26q00380	rte12q04842	insert	hypothesis
rte26q00381	rte12q03726	insert	hypothesis
rte26q00382	rte12q02299	replace	premise
rte26q00383	rte12q01358	insert	hypothesis
rte26q00385	rte12q04395	replace	premise
rte26q00386	rte12q02774	replace	hypothesis
rte26q00387	rte12q02053	replace	hypothesis
rte26q00388	rte12q04787	replace	hypothesis
rte26q00390	rte12q02918	replace	premise
rte26q00391	rte12q01909	replace	hypothesis
rte26q00392	rte12q00462	insert	hypothesis
rte26q00393	rte12q02623	replace	hypothesis
rte26q00394	rte12q00934	replace	hypothesis
rte26q00395	rte12q01493	replace	premise
rte26q00396	rte12q01572	insert	hypothesis
rte26q00397	rte12q01921	replace	premise
rte26q00398	rte12q02982	insert	hypothesis
rte26q00399	rte12q02415	insert	hypothesis
rte26q00400	rte12q01103	replace	hypothesis
rte26q00401	rte12q02644	insert	hypothesis
rte26q00402	rte12q01190	insert	hypothesis
rte26q00403	rte12q00186	insert	hypothesis
rte26q00404	rte12q04147	insert	hypothesis
rte26q00406	rte12q00428	insert	hypothesis
rte26q00407	rte12q02200	replace	hypothesis
rte26q00408	rte12q04908	replace	hypothesis
rte26q00409	rte12q03646	insert	hypothesis
rte26q00410	rte12q04702	replace	premise
rte26q00411	rte12q00571	replace	hypothesis
rte26q00412	rte12q00542	insert	hypothesis
rte26q00413	rte12q00305	insert	hypothesis
rte26q00414	rte12q04361	replace	hypothesis
rte26q00415	rte12q00439	insert	hypothesis
rte26q00416	rte12q01166	replace	hypothesis
rte26q00417	rte12q01659	replace	premise
rte26q00418	rte12q04140	insert	hypothesis
rte26q00419	rte12q02939	insert	hypothesis
rte26q00420	rte12q04807	insert	hypothesis
rte26q00421	rte12q03585	insert	premise
rte26q00422	rte12q01294	replace	hypothesis
rte26q00423	rte12q03397	insert	premise
rte26q00426	rte12q01858	insert	hypothesis
rte26q00427	rte12q02691	insert	premise
rte26q00428	rte12q03265	replace	premise
rte26q00429	rte12q01399	insert	hypothesis
rte26q00430	rte12q04810	replace	hypothesis
rte26q00431	rte12q03132	insert	hypothesis
rte26q00432	rte12q00784	replace	hypothesis
rte26q00434	rte12q01951	insert	hypothesis
rte26q00435	rte12q02798	insert	hypothesis
rte26q00436	rte12q04432	insert	hypothesis
rte26q00437	rte12q02955	replace	hypothesis
rte26q00438	rte12q04455	replace	hypothesis
rte26q00440	rte12q03345	replace	hypothesis
rte26q00441	rte12q00151	insert	hypothesis
rte26q00442	rte12q03381	insert	hypothesis
rte26q00443	rte12q01517	insert	hypothesis
rte26q00444	rte12q01645	insert	hypothesis
rte26q00445	rte12q02199	replace	hypothesis
rte26q00446	rte12q04220	insert	hypothesis
rte26q00447	rte12q03027	replace	hypothesis
rte26q00448	rte12q01043	replace	premise
rte26q00449	rte12q02860	insert	hypothesis
rte26q00450	rte12q02658	insert	hypothesis
rte26q00451	rte12q02373	insert	premise
rte26q00452	rte12q03230	insert	hypothesis
rte26q00453	rte12q03974	replace	premise
rte26q00454	rte12q01334	replace	hypothesis
rte26q00455	rte12q04618	replace	premise
rte26q00456	rte12q01463	replace	premise
rte26q00457	rte12q03854	replace	hypothesis
rte26q00458	rte12q02177	insert	premise
rte26q00459	rte12q03078	insert	premise
rte26q00460	rte12q04618	insert	hypothesis
rte26q00461	rte12q02074	insert	hypothesis
rte26q00462	rte12q02378	replace	hypothesis
rte26q00463	rte12q03516	replace	hypothesis
rte26q00465	rte12q03012	insert	hypothesis
rte26q00466	rte12q00986	insert	hypothesis
rte26q00467	rte12q03632	replace	premise
rte26q00468	rte12q00524	replace	premise
rte26q00469	rte12q03332	insert	premise
rte26q00470	rte12q00336	replace	premise
rte26q00471	rte12q01819	replace	premise
rte26q00472	rte12q01294	insert	hypothesis
rte26q00473	rte12q03441	replace	premise
rte26q00475	rte12q04407	insert	hypothesis
rte26q00476	rte12q00591	replace	premise
rte26q00477	rte12q04589	replace	premise
rte26q00478	rte12q02831	insert	hypothesis
rte26q00481	rte12q00778	replace	hypothesis
rte26q00482	rte12q03549	replace	premise
rte26q00485	rte12q04664	insert	hypothesis
rte26q00486	rte12q03818	insert	hypothesis
rte26q00487	rte12q01287	replace	hypothesis
rte26q00488	rte12q00578	replace	hypothesis
rte26q00489	rte12q00249	insert	hypothesis
rte26q00490	rte12q00726	insert	hypothesis
rte26q00491	rte12q01262	insert	hypothesis
rte26q00492	rte12q00955	insert	hypothesis
rte26q00493	rte12q02814	replace	hypothesis
rte26q00494	rte12q04400	replace	premise
rte26q00496	rte12q03201	replace	premise
rte26q00497	rte12q00873	insert	hypothesis
rte26q00498	rte12q03125	insert	hypothesis
rte26q00500	rte12q01611	replace	hypothesis
rte26q00501	rte12q02476	replace	hypothesis
rte26q00502	rte12q03474	replace	premise
rte26q00503	rte12q04828	replace	hypothesis
rte26q00504	rte12q00655	replace	premise
rte26q00505	rte12q02223	replace	premise
rte26q00506	rte12q00489	insert	hypothesis
rte26q00507	rte12q01782	replace	hypothesis
rte26q00508	rte12q02550	replace	premise
rte26q00509	rte12q01170	insert	hypothesis
rte26q00510	rte12q04965	replace	premise
rte26q00511	rte12q00174	insert	hypothesis
rte26q00512	rte12q03083	replace	premise
rte26q00513	rte12q01786	replace	hypothesis
rte26q00514	rte12q00307	replace	hypothesis
rte26q00515	rte12q01096	replace	premise
rte26q00517	rte12q01551	insert	premise
rte26q00518	rte12q00569	replace	hypothesis
rte26q00519	rte12q03751	replace	hypothesis
rte26q00520	rte12q04698	replace	hypothesis
rte26q00521	rte12q03266	insert	hypothesis
rte26q00522	rte12q02688	replace	hypothesis
rte26q00524	rte12q04160	replace	hypothesis
rte26q00525	rte12q03582	replace	hypothesis
rte26q00526	rte12q03846	insert	hypothesis
rte26q00528	rte12q03087	insert	hypothesis
rte26q00529	rte12q00198	replace	hypothesis
rte26q00530	rte12q03224	replace	hypothesis
rte26q00531	rte12q02194	replace	hypothesis
rte26q00533	rte12q04164	insert	hypothesis
rte26q00534	rte12q02653	insert	hypothesis
rte26q00535	rte12q01398	replace	premise
rte26q00536	rte12q01343	replace	hypothesis
rte26q00537	rte12q04855	insert	hypothesis
rte26q00538	rte12q04566	replace	hypothesis
rte26q00539	rte12q03083	replace	hypothesis
rte26q00540	rte12q02249	replace	premise
rte26q00541	rte12q03690	insert	hypothesis
rte26q00542	rte12q00918	replace	hypothesis
rte26q00543	rte12q04380	replace	premise
rte26q00544	rte12q02250	replace	hypothesis
rte26q00545	rte12q04271	insert	hypothesis
rte26q00546	rte12q00863	insert	hypothesis
rte26q00547	rte12q04859	insert	hypothesis
rte26q00548	rte12q04616	insert	premise
rte26q00549	rte12q04813	insert	hypothesis
rte26q00551	rte12q04029	replace	hypothesis
rte26q00552	rte12q03231	insert	hypothesis
rte26q00553	rte12q03679	insert	hypothesis
rte26q00555	rte12q01958	replace	hypothesis
rte26q00556	rte12q01334	replace	premise
rte26q00557	rte12q02053	insert	hypothesis
rte26q00558	rte12q00346	replace	hypothesis
rte26q00559	rte12q02110	insert	hypothesis
rte26q00561	rte12q02413	insert	hypothesis
rte26q00562	rte12q00214	insert	hypothesis
rte26q00565	rte12q00217	replace	hypothesis
rte26q00567	rte12q02448	insert	premise
rte26q00568	rte12q01737	insert	hypothesis
rte26q00569	rte12q02671	insert	hypothesis
rte26q00570	rte12q00404	replace	hypothesis
rte26q00571	rte12q00408	replace	hypothesis
rte26q00572	rte12q04332	replace	premise
rte26q00573	rte12q03475	insert	hypothesis
rte26q00574	rte12q00831	insert	premise
rte26q00575	rte12q04802	replace	premise
rte26q00576	rte12q02364	insert	hypothesis
rte26q00577	rte12q02746	replace	hypothesis
rte26q00578	rte12q04644	replace	hypothesis
rte26q00579	rte12q01707	insert	hypothesis
rte26q00581	rte12q02299	replace	hypothesis
rte26q00582	rte12q03317	insert	hypothesis
rte26q00583	rte12q00009	insert	hypothesis
rte26q00584	rte12q01324	insert	premise
rte26q00585	rte12q04312	insert	hypothesis
rte26q00586	rte12q02125	replace	hypothesis
rte26q00587	rte12q03952	replace	premise
rte26q00588	rte12q04198	replace	premise
rte26q00589	rte12q01930	insert	hypothesis
rte26q00592	rte12q00015	replace	hypothesis
rte26q00593	rte12q00291	insert	premise
rte26q00595	rte12q03258	insert	hypothesis
rte26q00597	rte12q04428	insert	hypothesis
rte26q00598	rte12q00607	insert	hypothesis
rte26q00600	rte12q04535	replace	hypothesis
rte26q00601	rte12q04148	replace	hypothesis
rte26q00602	rte12q04810	insert	hypothesis
rte26q00603	rte12q02233	replace	hypothesis
rte26q00604	rte12q02639	replace	hypothesis
rte26q00605	rte12q01741	replace	premise
rte26q00606	rte12q03899	replace	premise
rte26q00607	rte12q04347	insert	hypothesis
rte26q00608	rte12q00974	replace	hypothesis
rte26q00609	rte12q01752	replace	premise
rte26q00610	rte12q03617	insert	hypothesis
rte26q00613	rte12q02063	insert	premise
rte26q00615	rte12q01056	replace	hypothesis
rte26q00616	rte12q04082	replace	premise
rte26q00617	rte12q02198	replace	hypothesis
rte26q00618	rte12q01812	replace	hypothesis
rte26q00619	rte12q01248	insert	hypothesis
rte26q00620	rte12q04200	insert	hypothesis
rte26q00621	rte12q01909	insert	hypothesis
rte26q00622	rte12q03151	insert	hypothesis
rte26q00623	rte12q03232	replace	hypothesis
rte26q00624	rte12q00902	replace	hypothesis
rte26q00625	rte12q00784	insert	hypothesis
rte26q00626	rte12q04586	replace	hypothesis
rte26q00627	rte12q00326	insert	hypothesis
rte26q00628	rte12q03188	replace	hypothesis
rte26q00629	rte12q02430	replace	hypothesis
rte26q00630	rte12q03816	insert	hypothesis
rte26q00631	rte12q03187	replace	premise
rte26q00632	rte12q02428	insert	hypothesis
rte26q00635	rte12q04533	replace	premise
rte26q00636	rte12q04158	insert	hypothesis
rte26q00637	rte12q00074	insert	hypothesis
rte26q00638	rte12q03223	replace	premise
rte26q00639	rte12q04880	insert	hypothesis
rte26q00640	rte12q02721	replace	premise
rte26q00641	rte12q02624	replace	hypothesis
rte26q00642	rte12q01296	replace	premise
rte26q00643	rte12q01957	insert	hypothesis
rte26q00644	rte12q02691	replace	premise
rte26q00645	rte12q00612	insert	hypothesis
rte26q00646	rte12q04201	replace	hypothesis
rte26q00647	rte12q03033	replace	hypothesis
rte26q00648	rte12q04046	insert	hypothesis
rte26q00649	rte12q00406	replace	premise
rte26q00650	rte12q04265	insert	hypothesis
rte26q00651	rte12q01187	replace	hypothesis
rte26q00652	rte12q00224	replace	hypothesis
rte26q00653	rte12q00447	insert	hypothesis
rte26q00654	rte12q00341	insert	hypothesis
rte26q00655	rte12q02746	insert	hypothesis
rte26q00656	rte12q01500	replace	hypothesis
rte26q00657	rte12q01964	insert	hypothesis
rte26q00658	rte12q04726	replace	premise
rte26q00659	rte12q00083	replace	hypothesis
rte26q00660	rte12q03447	replace	premise
rte26q00662	rte12q04836	insert	hypothesis
rte26q00663	rte12q02105	insert	hypothesis
rte26q00664	rte12q03269	insert	hypothesis
rte26q00665	rte12q02498	replace	premise
rte26q00666	rte12q00729	replace	premise
rte26q00667	rte12q01054	replace	hypothesis
rte26q00668	rte12q03394	replace	premise
rte26q00669	rte12q00945	insert	hypothesis
rte26q00670	rte12q02967	insert	hypothesis
rte26q00671	rte12q03816	replace	premise
rte26q00672	rte12q04480	insert	hypothesis
rte26q00673	rte12q01736	insert	hypothesis
rte26q00674	rte12q02614	replace	premise
rte26q00675	rte12q03338	replace	hypothesis
rte26q00676	rte12q03265	insert	hypothesis
rte26q00677	rte12q04814	replace	hypothesis
rte26q00678	rte12q03233	insert	hypothesis
rte26q00679	rte12q03531	replace	premise
rte26q00680	rte12q04366	insert	hypothesis
rte26q00681	rte12q02232	replace	premise
rte26q00682	rte12q04462	replace	hypothesis
rte26q00683	rte12q04533	replace	hypothesis
rte26q00684	rte12q02000	insert	hypothesis
rte26q00685	rte12q00123	insert	hypothesis
rte26q00686	rte12q04525	insert	hypothesis
rte26q00687	rte12q01919	replace	hypothesis
rte26q00688	rte12q02325	replace	hypothesis
rte26q00690	rte12q00051	replace	premise
rte26q00691	rte12q04427	replace	premise
rte26q00692	rte12q02112	replace	hypothesis
rte26q00693	rte12q00954	insert	hypothesis
rte26q00694	rte12q04352	insert	hypothesis
rte26q00695	rte12q03399	insert	hypothesis
rte26q00696	rte12q00510	insert	hypothesis
rte26q00697	rte12q04502	replace	hypothesis
rte26q00698	rte12q01514	insert	hypothesis
rte26q00700	rte12q02454	insert	hypothesis
rte26q00701	rte12q01738	insert	hypothesis
rte26q00702	rte12q04482	replace	premise
rte26q00703	rte12q00502	insert	hypothesis
rte26q00704	rte12q01324	insert	hypothesis
rte26q00706	rte12q00776	replace	premise
rte26q00707	rte12q00587	replace	hypothesis
rte26q00708	rte12q02594	insert	hypothesis
rte26q00709	rte12q00574	replace	hypothesis
rte26q00710	rte12q04604	replace	premise
rte26q00711	rte12q03422	replace	hypothesis
rte26q00712	rte12q00972	replace	premise
rte26q00714	rte12q00995	replace	premise
rte26q00715	rte12q02533	replace	premise
rte26q00716	rte12q01596	insert	premise
rte26q00717	rte12q03977	replace	hypothesis
rte26q00718	rte12q03811	insert	hypothesis
rte26q00719	rte12q02405	replace	hypothesis
rte26q00720	rte12q04125	replace	premise
rte26q00721	rte12q02724	insert	premise
rte26q00722	rte12q04649	insert	hypothesis
rte26q00724	rte12q02316	replace	hypothesis
